CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
100001022,305,27738,146524,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4354,NAMED,JPIJQSOTBSSVTP-GBXIJSLDBD,O=C(O)C(O)([H])C([H])(O)CO,threonate,threonate,70753-61-6,133224,"HMDB0062620,HMDB0000943",C01620,"151152,5460407",Polar
100001034,209,27513,126866,Amino Acid,Tryptophan Metabolism,299,NAMED,SEOVTRFCIGRIMH-UHFFFAOYAT,OC(CC1=CNC2=C1C=CC=C2)=O,indoleacetate,indoleacetate,6505-45-9,780,HMDB0000197,C00954,802,Neg
100001040,209,27447,126071,Lipid,Monoacylglycerol,2857,NAMED,WECGLUPZRHILCT-HZJYTTRNBQ,CCCCC/C=C\C/C=C\CCCCCCCC(OCC(O)CO)=O,1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),2277-28-3,4446589,HMDB0011568,,5283469,Neg
100001048,209,33419,125868,Lipid,Monoacylglycerol,2869,NAMED,BBNYCLAREVXOSG-UHFFFAOYAG,OCC(CO)OC(CCCCCCCCCCCCCCC)=O,2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),23470-00-0,110006,HMDB0011533,,123409,Neg
100001051,400,30460,155848,Amino Acid,Histidine Metabolism,71,NAMED,BRMWTNUJHUMWMS-LURJTMIEBU,N[C@H](C(O)=O)CC1=CN(C)C=N1,1-methylhistidine,1-methylhistidine,332-80-9,83153,HMDB0000001,C01152,92105,Pos Early
100001054,400,32412,155935,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1769,NAMED,QWYFHHGCZUCMBN-SECBINFHBA,CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O,butyrylcarnitine (C4),butyrylcarnitine (C4),25576-40-3,184820,HMDB0002013,C02862,439829,Pos Early
100001055,400,33441,156017,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",426,NAMED,,CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O,isobutyrylcarnitine (C4),isobutyrylcarnitine (C4),25518-49-4,,HMDB0000736,,168379,Pos Early
100001073,209,31591,126075,Lipid,Androgenic Steroids,3351,NAMED,ZMITXKRGXGRMKS-CZTOYULQBN,C[C@]1([C@](CC2)([H])[C@]3([H])CC[C@@]4([H])C[C@H](OS(=O)(O)=O)CC[C@]4(C)[C@@]3([H])CC1)C2=O,androsterone sulfate,androsterone sulfate,2479-86-9,19988780,HMDB0002759,,159663,Neg
100001083,209,32405,125818,Amino Acid,Tryptophan Metabolism,305,NAMED,GOLXRNDWAUTYKT-UHFFFAOYAW,OC(CCC1=CNC2=C1C=CC=C2)=O,indolepropionate,indolepropionate,830-96-6,3613,HMDB0002302,,3744,Neg
100001092,400,32401,155930,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4323,NAMED,WWNNZCOKKKDOPX-UHFFFAOYAV,C[N+]1=CC(C([O-])=O)=CC=C1,trigonelline (N'-methylnicotinate),trigonelline (N'-methylnicotinate),535-83-1,5369,HMDB0000875,C01004,5570,Pos Early
100001103,400,33487,156024,Amino Acid,Glutamate Metabolism,54,NAMED,ZGEYCCHDTIDZAE-UHFFFAOYAN,O=C(CCC(C(O)=O)N)OC,"glutamate, gamma-methyl ester","glutamate, gamma-methyl ester","1499-55-4,1499-55-4",66546,HMDB0061715,,68662,Pos Early
100001104,209,32390,125802,Amino Acid,Tyrosine Metabolism,163,NAMED,CAHKINHBCWCHCF-JTQLQIEIBT,OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1,N-acetyltyrosine,N-acetyltyrosine,537-55-3,61606,HMDB0000866,,68310,Neg
100001108,209,32445,125834,Xenobiotics,Xanthine Metabolism,4602,NAMED,GMSNIKWWOQHZGF-UHFFFAOYAL,O=C1N(C)C2=C(N=CN2)C(N1)=O,3-methylxanthine,3-methylxanthine,1076-22-8,63805,HMDB0001886,C16357,70639,Neg
100001112,209,32457,151499,Lipid,"Fatty Acid, Monohydroxy",1986,NAMED,MUCMKTPAZLSKTL-UHFFFAOYAV,OC(CC(CCCCCCCCC)O)=O,3-hydroxylaurate,3-hydroxylaurate,53941-38-1,85026,HMDB0000387,,94216,Neg
100001121,305,31555,154482,Cofactors and Vitamins,Vitamin B6 Metabolism,4452,NAMED,HXACOUQIXZGNBF-UHFFFAOYAG,OC1=C(C(O)=O)C(CO)=CN=C1C,pyridoxate,pyridoxate,82-82-6,6467,HMDB0000017,C00847,6723,Polar
100001122,400,31609,155866,Nucleotide,"Purine Metabolism, Guanine containing",4191,NAMED,UTAIYTHAJQNQDW-KQYNXXCUBX,O=C1C2=C(N=C(N)N1C)N([C@@H]([C@H](O)[C@@H]3O)O[C@@H]3CO)C=N2,N1-methylguanosine,1-methylguanosine,2140-65-0,86996,HMDB0001563,,96373,Pos Early
100001126,400,43829,157051,Peptide,Gamma-glutamyl Amino Acid,647,NAMED,SITLTJHOQZFJGG-UUEFVBAFBQ,O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N,gamma-glutamylvaline,gamma-glutamylvaline,2746-34-1,,HMDB0011172,,7015683,Pos Early
100001153,305,31934,145806,Lipid,"Fatty Acid, Dicarboxylate",1668,NAMED,OTTXIFWBPRRYOG-UHFFFAOYAL,O=C(O)C(O)CCCC(O)=O,2-hydroxyadipate,2-hydroxyadipate,18294-85-4,167943,HMDB0000321,C02360,193530,Polar
100001162,400,32452,155955,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1772,NAMED,UFAHZIUFPNSHSL-UHFFFAOYAT,[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O,propionylcarnitine (C3),propionylcarnitine (C3),17298-37-2,96904,HMDB0000824,C03017,107738,Pos Early
100001167,400,35127,156146,Amino Acid,Urea cycle; Arginine and Proline Metabolism,515,NAMED,ONPXCLZMBSJLSP-ALKRTJFJBT,OC([C@H]1N(C([C@H]2NCCC2)=O)CC(O)C1)=O,pro-hydroxy-pro,prolylhydroxyproline,18684-24-7,9847785,HMDB0006695,,11902893,Pos Early
100001170,305,32397,146534,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",405,NAMED,ZMZQVAUJTDKQGE-UHFFFAOYAZ,O=C(O)C(CC)CO,3-hydroxy-2-ethylpropionate,3-hydroxy-2-ethylpropionate,4374-62-3,164207,HMDB0000396,,188979,Polar
100001178,209,31787,142911,Lipid,"Fatty Acid, Dicarboxylate",1706,NAMED,WMCQWXZMVIETAO-UHFFFAOYAJ,CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),86879-39-2,110498,HMDB0061112,,123979,Neg
100001181,209,32504,125862,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1563,NAMED,YUFFSWGQGVEMMI-RCHUDCCIBW,O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,docosapentaenoate (n3 DPA; 22:5n3),docosapentaenoate (DPA; 22:5n3),2234-74-4,,"HMDB0006528,HMDB0001976",C16513,6441454,Neg
100001182,209,32415,125824,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1578,NAMED,HVGRZDASOHMCSK-AVQMFFATBO,CCCCC/C=C/C/C=C/CCCCCCCCCCCC(O)=O,docosadienoate (22:2n6),docosadienoate (22:2n6),7370-49-2,4445934,HMDB0061714,C16533,5282807,Neg
100001193,209,32980,125866,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1576,NAMED,TWSWSIQAPQLDBP-CGRWFSSPBH,O=C(CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)O,adrenate (22:4n6),adrenate (22:4n6),2091-25-0,4445971,HMDB0002226,C16527,"5282844,5497181",Neg
100001195,209,32417,125826,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1565,NAMED,WBBQTNCISCKUMU-IUQGRGSQBT,CC/C=C/C/C=C/C/C=C/CCCCCCCCCCCC(O)=O,docosatrienoate (22:3n3),docosatrienoate (22:3n3),59708-86-0,4471981,HMDB0002823,C16534,5312556,Neg
100001204,400,43831,157053,Amino Acid,Histidine Metabolism,90,NAMED,FHQDWPCFSJMNCT-UHFFFAOYAR,CN1C=C(CCN)N=C1,1-methylhistamine,1-methylhistamine,501-75-7,3488,HMDB0000898,C05127,3614,Pos Early
100001207,400,32349,155910,Amino Acid,Histidine Metabolism,97,NAMED,PRJKNHOMHKJCEJ-UHFFFAOYAF,O=C(O)CC1=CNC=N1,4-imidazoleacetate,4-imidazoleacetate,645-65-8,86856,HMDB0002024,C02835,96215,Pos Early
100001208,400,32350,155911,Amino Acid,Histidine Metabolism,91,NAMED,ZHCKPJGJQOPTLB-UHFFFAOYAW,O=C(O)CC1=CN(C)C=N1,1-methyl-4-imidazoleacetate,1-methyl-4-imidazoleacetate,2625-49-2,68319,HMDB0002820,C05828,75810,Pos Early
100001211,209,32398,125812,Lipid,"Fatty Acid, Dicarboxylate",1682,NAMED,CXMXRPHRNRROMY-UHFFFAOYAE,OC(CCCCCCCCC(O)=O)=O,sebacate (C10-DC),sebacate (C10-DC),111-20-6,5004,HMDB0000792,C08277,5192,Neg
100001229,209,33969,126890,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1558,NAMED,JIWBIWFOSCKQMA-LTKCOYKYBT,CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O,stearidonate (18:4n3),stearidonate (18:4n3),111174-40-4,4471933,HMDB0006547,C16300,5312508,Neg
100001232,209,33968,126127,Lipid,Medium Chain Fatty Acid,1505,NAMED,IJBFSOLHRKELLR-FPLPWBNLBG,CCCCCC\C=C/CCCC(O)=O,5-dodecenoate (12:1n7),5-dodecenoate (12:1n7),2430-94-6,4471803,HMDB0000529,,5312378,Neg
100001247,402,33936,158581,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1853,NAMED,CXTATJFJDMJMIY-UHFFFAOYAP,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O,octanoylcarnitine (C8),octanoylcarnitine (C8),3671-77-0,110274,HMDB0000791,C02838,"123701,11953814",Pos Late
100001250,209,33983,126892,Lipid,Primary Bile Acid Metabolism,3467,NAMED,XSOLDPYUICCHJX-OEYGYFRSBZ,O=S(CCNC(CC[C@@H](C)[C@@]1([H])CCC2C3[C@@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)C3CC[C@]12C)=O)(O)=O,tauro-beta-muricholate,tauro-beta-muricholate,25696-60-0,147312,HMDB0000932,,"121596216,21124703,168408",Neg
100001251,402,33941,158585,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1861,NAMED,LZOSYCMHQXPBFU-UHFFFAOYAC,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O,decanoylcarnitine (C10),decanoylcarnitine (C10),1492-27-9,8420677,HMDB0000651,,10245190,Pos Late
100001253,400,33943,156041,Amino Acid,Glutamate Metabolism,48,NAMED,KSMRODHGGIIXDV-YFKPBYRVBV,OC([C@H](CCC(N)=O)NC(C)=O)=O,N-acetylglutamine,N-acetylglutamine,2490-97-3,158492,HMDB0006029,C02716,182230,Pos Early
100001256,209,33950,126109,Amino Acid,Phenylalanine Metabolism,141,NAMED,CBQJSKKFNMDLON-JTQLQIEIBY,O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1,N-acetylphenylalanine,N-acetylphenylalanine,2018-61-3,67404,HMDB0000512,C03519,74839,Neg
100001257,400,33942,156040,Amino Acid,Alanine and Aspartate Metabolism,42,NAMED,HXFOXFJUNFFYMO-BYPYZUCNBZ,OC([C@@H](NC(C)=O)CC(N)=O)=O,N-acetylasparagine,N-acetylasparagine,4033-40-3,90090,HMDB0006028,,99715,Pos Early
100001258,400,34398,156101,Peptide,Dipeptide,819,NAMED,DKEXFJVMVGETOO-LURJTMIEBJ,OC([C@@H](NC(CN)=O)CC(C)C)=O,glycylleucine,glycylleucine,869-19-2,83812,HMDB0000759,C02155,92843,Pos Early
100001259,400,33944,156042,Amino Acid,Glutathione Metabolism,574,NAMED,QTQDDTSVRVWHMO-UHFFFAOYAD,O=C(NCC(O)=O)C(CSC)NC(CCC(N)C(O)=O)=O,S-methylglutathione,S-methylglutathione,2922-56-7,2841309,,C11347,115260,Pos Early
100001262,400,33934,156033,Peptide,Gamma-glutamyl Amino Acid,641,NAMED,JPKNLFVGUZRHOB-YUMQZZPRBM,N[C@H](C(O)=O)CCCCNC(CC[C@@H](C(O)=O)N)=O,gamma-glutamyl-epsilon-lysine,gamma-glutamyl-epsilon-lysine,17105-15-6,5378717,HMDB0003869,,7015685,Pos Early
100001263,402,33955,158599,Lipid,Lysophospholipid,2601,NAMED,ASWBNKHCZGQVJV-UHFFFAOYAM,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPC (16:0),1-palmitoyl-GPC (16:0),17364-16-8,78064,HMDB0010382,C04102,86554,Pos Late
100001266,400,33953,156051,Amino Acid,Urea cycle; Arginine and Proline Metabolism,499,NAMED,SNEIUMQYRCDYCH-LURJTMIEBE,O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N,N-acetylarginine,N-acetylarginine,155-84-0,60752,HMDB0004620,C02562,67427,Pos Early
100001267,402,33935,158580,Xenobiotics,Food Component/Plant,5006,NAMED,MXXWOMGUGJBKIW-YPCIICBEBY,O=C(N1CCCCC1)/C=C/C=C/C2=CC(OCO3)=C3C=C2,piperine,piperine,94-62-2,553590,HMDB0029377,C03882,638024,Pos Late
100001270,402,33952,158596,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1863,NAMED,PSHXNVGSVNEJBD-UHFFFAOYAV,O=C(CCCCCCCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C,myristoylcarnitine (C14),myristoylcarnitine (C14),18822-89-4,4932274,HMDB000506,,6426854,Pos Late
100001271,402,33961,158603,Lipid,Lysophospholipid,2612,NAMED,IHNKQIMGVNPMTC-RUZDIDTEBJ,O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-stearoyl-GPC (18:0),1-stearoyl-GPC (18:0),19420-57-6,435389,HMDB0010384,,497300,Pos Late
100001272,402,48258,160285,Lipid,Lysophospholipid,2614,NAMED,YAMUFBLWGFFICM-PTGWMXDIBX,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-oleoyl-GPC (18:1),1-oleoyl-GPC (18:1),19420-56-5,17240641,HMDB0002815,C03916,16081932,Pos Late
100001274,209,33939,126095,Amino Acid,"Glycine, Serine and Threonine Metabolism",18,NAMED,PEDXUVCGOLSNLQ-UHFFFAOYAC,CC(O)C(C(O)=O)NC(C)=O,N-acetylthreonine,N-acetylthreonine,17093-74-2,3841173,HMDB0062557,,152204,Neg
100001276,209,33967,126125,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",387,NAMED,JDTWZSUNGHMMJM-MSZQBOFLBT,CC(N[C@H](C(O)=O)C(C)CC)=O,N-acetylisoleucine,N-acetylisoleucine,3077-46-1,2081100,HMDB0061684,,306109,Neg
100001277,209,33972,126131,Lipid,Long Chain Monounsaturated Fatty Acid,1541,NAMED,BBOWBNGUEWHNQZ-KTKRTIGZBX,O=C(O)CCCCCCCC/C=C\CCCCCCCC,10-nonadecenoate (19:1n9),10-nonadecenoate (19:1n9),73033-09-7,4471938,HMDB0013622,,5312513,Neg
100001278,209,33971,126129,Lipid,Long Chain Monounsaturated Fatty Acid,1532,NAMED,GDTXICBNEOEPAZ-FPLPWBNLBM,O=C(O)CCCCCCCC/C=C\CCCCCC,10-heptadecenoate (17:1n7),10-heptadecenoate (17:1n7),29743-97-3,4471860,HMDB0060038,,5312435,Neg
100001293,400,33946,156044,Amino Acid,Histidine Metabolism,73,NAMED,KBOJOGQFRVVWBH-ZETCQYMHBN,OC([C@@H](NC(C)=O)CC1=CNC=N1)=O,N-acetylhistidine,N-acetylhistidine,39145-52-3,68142,HMDB0032055,C02997,75619,Pos Early
100001294,400,33949,156047,Peptide,Gamma-glutamyl Amino Acid,636,NAMED,ACIJGUBIMXQCMF-BYPYZUCNBW,O=C(O)[C@@H](N)CCC(NCC(O)=O)=O,gamma-glutamylglycine,gamma-glutamylglycine,1948-29-4,145071,HMDB0011667,,100099,Pos Early
100001296,400,34384,156088,Xenobiotics,Food Component/Plant,5064,NAMED,CMUNUTVVOOHQPW-LURJTMIEBI,C[N+]1(C)[C@H]([C@@]([O-])=O)CCC1,stachydrine,stachydrine,4136-37-2,103115,HMDB0004827,C10172,115244,Pos Early
100001300,305,46537,146562,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",424,NAMED,NGEWQZIDQIYUNV-UHFFFAOYAS,OC(C(O)=O)C(C)C,alpha-hydroxyisovalerate,alpha-hydroxyisovalerate,600-37-3,90190,HMDB0000407,,99823,Polar
100001309,402,32882,158538,Xenobiotics,Drug - Psychoactive,5862,NAMED,RCOBKSKAZMVBHT-NCWAPJAIBS,CC1[C@@](OCC(C)(C)N1)(O)[C@]2=CC(Cl)=CC=C2,hydroxybupropion,hydroxybupropion,,21403106,HMDB0012235,,446,Pos Late
100001310,400,33013,155997,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4308,NAMED,,NC(C1=C[N+](C2C(C(C(C[O-])O2)O)O)=CC=C1)=O,nicotinamide riboside,nicotinamide riboside,1341-23-7,,HMDB0000855,C03150,439924,Pos Early
100001311,400,34592,156127,Amino Acid,Glutathione Metabolism,584,NAMED,JCMUOFQHZLPHQP-UHFFFAOYAD,O=C(NC(CC)C(NCC(O)=O)=O)CCC(C(O)=O)N,ophthalmate,ophthalmate,495-27-2,7993181,HMDB0005765,,7018721,Pos Early
100001313,400,44872,157084,Peptide,Gamma-glutamyl Amino Acid,642,NAMED,RQNSKRXMANOPQY-BQBZGAKWBR,O=C(O)[C@H](CCSC)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylmethionine,gamma-glutamylmethionine,17663-87-5,5373147,HMDB0029155,,7009567,Pos Early
100001314,400,33364,156009,Peptide,Gamma-glutamyl Amino Acid,644,NAMED,GWNXFCYUJXASDX-JUZNGCLZBW,CC(O)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylthreonine,gamma-glutamylthreonine,5652-48-2,21403107,HMDB0029159,,76078708,Pos Early
100001315,209,36103,143727,Xenobiotics,Benzoate Metabolism,4553,NAMED,WGNAKZGUSRVWRH-REWHXWOFAB,O=S(OC1=CC=C(C)C=C1)(O)=O,p-cresol sulfate,p-cresol sulfate,3233-57-7,3806480,HMDB0011635,,4615423,Neg
100001316,400,33471,156023,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4303,NAMED,PUEDDPCUCPRQNY-ZYUZMQFOBW,O[C@H]([C@@H]1O)[C@@H](O[C@@H]1CO)[N@+]2=CC(C([O-])=O)=CC=C2,nicotinate ribonucleoside,nicotinate ribonucleoside,2625-49-2,141635,HMDB0006809,C05841,161233,Pos Early
100001320,305,42420,148204,Carbohydrate,Aminosugar Metabolism,1432,NAMED,JPIJQSOTBSSVTP-PWNYCUMCBA,OC[C@@H](O)[C@@H](O)C(O)=O,erythronate*,erythronate*,88759-55-1,2061231,HMDB0000613,,2781043,Polar
100001335,209,33587,143715,Lipid,Long Chain Monounsaturated Fatty Acid,1544,NAMED,BITHHVVYSMSWAG-KTKRTIGZBC,O=C(O)CCCCCCCCC/C=C\CCCCCCCC,eicosenoate (20:1),eicosenoate (20:1n9 or 1n11),,4445895,"HMDB0002231,HMDB0062436",C16526,"5282768,5282769,94159",Neg
100001337,209,34035,143703,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1570,NAMED,DTOSIQBPPRVQHS-PDBXOOCHBH,O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC,linolenate [alpha or gamma; (18:3n3 or 6)],linolenate (18:3n3 or 3n6),,4444437,"HMDB0003073,HMDB0001388","C06426,C06427","5280933,5280934",Neg
100001359,209,46173,144239,Energy,TCA Cycle,1442,NAMED,,,aconitate [cis or trans],aconitate [cis or trans],,,"HMDB0000958,HMDB000072","C004174,C02341","444212,643757",Neg
100001386,402,41754,159409,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4408,NAMED,,CC1=C(CCC(O)=O)C(/C=C(C(CCC([O-])=O)=C/2C)\[N-]C2=C/C3=N/C(C(C=C)=C3C)=C\4)=N/C1=C\C(N([Fe+2])C4=C5C)=C5C=C,heme,heme,14875-96-8,,HMDB0003178,C00032,26945,Pos Late
100001391,402,34409,158657,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1867,NAMED,FNPHNLNTJNMAEE-HSZRJFAPBW,[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,stearoylcarnitine (C18),stearoylcarnitine (C18),18822-91-8,21233653,HMDB0000848,,3006797,Pos Late
100001392,402,34534,158670,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1862,NAMED,FUJLYHJROOYKRA-UHFFFAOYAK,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O,laurylcarnitine (C12),laurylcarnitine (C12),25518-54-1,8602997,HMDB000225,,168381,Pos Late
100001393,400,34407,156109,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",354,NAMED,IGQBPDJNUXPEMT-UHFFFAOYAB,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)C)=O)=O,isovalerylcarnitine (C5),isovalerylcarnitine (C5),31023-24-2,4932271,HMDB0000688,C20826,169235,Pos Early
100001395,402,34419,158662,Lipid,Lysophospholipid,2617,NAMED,SPJFYYJXNPEZDW-UTJQPWESBU,O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([O-])OCC[N+](C)(C)C,1-linoleoyl-GPC (18:2),1-linoleoyl-GPC (18:2),,10160888,HMDB0010386,C04100,11988421,Pos Late
100001407,305,34410,146954,Lipid,Phospholipid Metabolism,2240,NAMED,WVIMUEUQJFPNDK-UHFFFAOYAX,OC1C(N(C=CC(N)=N2)C2=O)OC(COP(OP(OCCN)(O)=O)(O)=O)C1O,cytidine-5'-diphosphoethanolamine,CDP-ethanolamine,72842-05-8,287,HMDB0001564,C00570,123727,Polar
100001409,400,48351,179271,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4127,NAMED,WJNGQIYEQLPJMN-UHFFFAOYAL,OC(C1O)C(OC1CO)N(C=N2)C(N=CN3C)=C2C3=O,N1-methylinosine,N1-methylinosine,20245-33-4,513976,HMDB0002721,,650095,Pos Early
100001412,400,35137,156155,Nucleotide,"Purine Metabolism, Guanine containing",4193,NAMED,RSPURTUNRHNVGF-IOSLPCCCBE,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N(C)C)N1,"N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",2140-67-2,83878,HMDB0004824,,135501639,Pos Early
100001413,209,35130,126964,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4257,NAMED,NIDVTARKFBZMOT-PEBGCTIMBU,O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(NC(C)=O)C=C2)=O)[H],N4-acetylcytidine,N4-acetylcytidine,3768-18-1,96702,HMDB0005923,,107461,Neg
100001415,209,35157,126974,Nucleotide,"Purine Metabolism, Adenine containing",4165,NAMED,GYCVHQYQICRFAX-GQFURFNTBM,OC(C)C(C(O)=O)NC(NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=O,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,24719-82-2,141829,HMDB0041623,,161466,Neg
100001416,305,35172,147813,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4210,NAMED,FKCRAVPPBFWEJD-XVFCMESIBQ,O=C(C=C(C(O)=O)N1[C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)NC1=O,orotidine,orotidine,314-50-1,83729,HMDB0000788,,92751,Polar
100001417,209,35126,126960,Peptide,Acetylated Peptides,1187,NAMED,JFLIEFSWGNOPJJ-UHFFFAOYAD,O=C(CC1=CC=CC=C1)N[C@@H](CCC(N)=O)C(O)=O,phenylacetylglutamine,phenylacetylglutamine,28047-15-6,270643,HMDB0006344,C04148,92258,Neg
100001418,209,35117,152802,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",479,NAMED,JKLRIMRKZBSSED-UHFFFAOYAU,N=C(NCCS(O)(=O)=O)N,taurocyamine,taurocyamine,543-18-0,61635,HMDB0003584,C01959,68340,Neg
100001423,209,35527,127577,Xenobiotics,Benzoate Metabolism,4471,NAMED,ZMHLUFWWWPBTIU-UHFFFAOYAI,O=C(NCC(O)=O)C1=CC=C(O)C=C1,4-hydroxyhippurate,4-hydroxyhippurate,2482-25-9,133104,HMDB0013678,,151012,Neg
100001425,209,61833,218435,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4223,NAMED,ZPTBLXKRQACLCR-XVFCMESIBI,OC[C@H]1O[C@@H](N2CCC(NC2=O)=O)[C@@H]([C@@H]1O)O,"5,6-dihydrouridine","5,6-dihydrouridine",5627-05-4,85115,HMDB0000497,,94312,Neg
100001426,209,62924,220780,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4245,NAMED,YXNIEZJFCGTDKV-JANFQQFMBG,OCC1C(O)C(O)C(N2C=CC(N(CCC(C(O)=O)N)C2=O)=O)O1,3-(3-amino-3-carboxypropyl)uridine*,3-(3-amino-3-carboxypropyl)uridine*,52745-94-5,149669,,,171198,Neg
100001431,209,47898,151551,Lipid,Monoacylglycerol,2851,NAMED,QSKPZDMBULYMDQ-UHFFFAOYAZ,O=C(CCCCCCCCCCCCCC)OCC(O)CO,1-pentadecanoylglycerol (15:0),1-pentadecanoylglycerol (15:0),104140-07-0,165667,,,190750,Neg
100001433,209,34397,126918,Lipid,Monoacylglycerol,2863,NAMED,DCPCOKIYJYGMDN-DOFZRALJBT,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCC(O)CO,1-arachidonylglycerol (20:4),1-arachidonylglycerol (20:4),35474-99-8,4445452,HMDB11578,C13857,"16019980,5282281",Neg
100001435,209,34393,126910,Lipid,Monoacylglycerol,2858,NAMED,XQBHBEXBUZDCRY-QNEBEIHSBO,O=C(OCC(O)CO)CCCC\C=C/C\C=C/C\C=C/CCCCC,1-linolenoylglycerol (18:3),1-linolenoylglycerol (18:3),124151-74-2,21403134,HMDB0011569,,53480978,Neg
100001437,400,35159,161190,Amino Acid,Glutathione Metabolism,573,NAMED,BNRXZEPOHPEEAS-UHFFFAOYAL,NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O,cysteine-glutathione disulfide,cysteine-glutathione disulfide,13081-14-6,3455404,HMDB0000656,R00900,3080690,Pos Early
